,drugbank_id,drugname,canonical
417,DB00907,COCAINE,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
418,DB00907,CRACK COCAINE,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
419,DB00907,DUST,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
420,DB00910,PARICALCITOL,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
421,DB00912,REPAGLINIDE,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
422,DB00914,PHENFORMIN,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
423,DB00916,METRONIDAZOLE,CC1=NC=C(N1CCO)[N+](=O)[O-]
424,DB00917,DINOPROSTONE,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
425,DB00920,KETOTIFEN,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
426,DB00921,BUPRENORPHINE,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
427,DB00927,FAMOTIDINE,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
428,DB00928,AZACITIDINE,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
429,DB00929,MISOPROSTOL,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
430,DB05379,MISOPROSTOL,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
431,DB00936,SALICYLIC ACID,C1=CC=C(C(=C1)C(=O)O)O
432,DB00936,SODIUM SALICYLATE,C1=CC=C(C(=C1)C(=O)O)O
433,DB00938,SALMETEROL XINAFOATE,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
434,DB00939,MECLOFENAMIC ACID,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
435,DB00943,ZALCITABINE,C1CC(OC1CO)N2C=CC(=NC2=O)N
436,DB00945,ASPIRIN,CC(=O)OC1=CC=CC=C1C(=O)O
437,DB00947,FULVESTRANT,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
438,DB00949,OLANZAPINE,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
439,DB00950,FEXOFENADINE,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
440,DB00951,ISONIAZID,C1=CN=CC=C1C(=O)NN
441,DB00958,CARBOPLATIN,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2]
442,DB00959,METHYLPREDNISOLONE,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
443,DB00960,PINDOLOL,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
444,DB00966,TELMISARTAN,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
445,DB00967,DESLORATADINE,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
446,DB00970,DACTINOMYCIN,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
447,DB00973,EZETIMIBE,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
448,DB00974,EDETIC ACID,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
449,DB00975,CHLORPROMAZINE,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
450,DB00975,DIPYRIDAMOLE,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
451,DB00976,TELITHROMYCIN,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
452,DB00982,ISOTRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
453,DB00982,TRETINOIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
454,DB00983,FORMOTEROL FUMARATE,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
455,DB00987,CYTARABINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
456,DB00987,CYTIDINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
457,DB00988,DOPAMINE,C1=CC(=C(C=C1CCN)O)O
458,DB00993,AZATHIOPRINE,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
459,DB00995,AURANOFIN,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
460,DB00997,DOXORUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
461,DB00999,HYDROCHLOROTHIAZIDE,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
462,DB01001,ALBUTEROL,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
463,DB01003,CROMOLYN SODIUM,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
464,DB01005,HYDROXYUREA,C(=O)(N)NO
465,DB01006,LETROZOLE,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
466,DB01006,PIROXICAM,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
467,DB01008,BUSULFAN,CS(=O)(=O)OCCCCOS(=O)(=O)C
468,DB01009,KETOPROFEN,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
469,DB01011,METYRAPONE,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
470,DB01013,CLOBETASOL,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl
471,DB01015,SULFAMETHOXAZOLE,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
472,DB01016,GLYBURIDE,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
473,DB01017,MINOCYCLINE,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
474,DB01022,VITAMIN K,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
475,DB01022,VITAMIN K 1,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
476,DB01023,FELODIPINE,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
477,DB01024,MYCOPHENOLIC ACID,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
478,DB01025,AMLEXANOX,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N
479,DB01026,KETOCONAZOLE,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
480,DB01029,IRBESARTAN,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
481,DB01030,TOPOTECAN,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
482,DB01031,ETHIONAMIDE,C#CC1(CCCCC1)OC(=O)N
483,DB01031,RESVERATROL,C#CC1(CCCCC1)OC(=O)N
484,DB01032,PROBENECID,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
485,DB01033,MERCAPTOPURINE,C1=NC2=C(N1)C(=S)N=CN2
486,DB01037,SELEGILINE,CC(CC1=CC=CC=C1)N(C)CC#C
487,DB01039,FENOFIBRATE,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
488,DB01041,THALIDOMIDE,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
489,DB01042,MELPHALAN,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
490,DB01043,MEMANTINE,CC12CC3CC(C1)(CC(C3)(C2)N)C
491,DB01048,ABACAVIR,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO
492,DB01050,EMODIN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
493,DB01050,IBUPROFEN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
494,DB01053,PENICILLIN G,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
495,DB01055,MIMOSINE,C1=CN(C=C(C1=O)O)CC(C(=O)O)N
496,DB01059,NORFLOXACIN,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
497,DB01060,AMOXICILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
498,DB01064,ISOPROTERENOL,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
499,DB01065,MELATONIN,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
500,DB01068,CLONAZEPAM,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl
501,DB01069,PROMETHAZINE,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
502,DB01072,ATAZANAVIR SULFATE,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
503,DB01072,ZIDOVUDINE,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
504,DB01075,DIPHENHYDRAMINE,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
505,DB01077,ETIDRONIC ACID,CC(O)(P(=O)(O)O)P(=O)(O)O
506,DB01080,VIGABATRIN,C=CC(CCC(=O)O)N
507,DB01082,STREPTOMYCIN,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
508,DB01083,ORLISTAT,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
509,DB01085,PILOCARPINE,CCC1C(COC1=O)CC2=CN=CN2C
510,DB01086,4-AMINOBENZOIC ACID,CCOC(=O)C1=CC=C(C=C1)N
511,DB01086,BENZOCAINE,CCOC(=O)C1=CC=C(C=C1)N
512,DB01088,ILOPROST,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)OCC(=O)C3=CC=CC=C3)C2)O)O
513,DB01091,BUTENAFINE,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32
514,DB01092,OUABAIN,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
515,DB01093,DIMETHYL SULFOXIDE,CS(=O)C
516,DB01094,HESPERETIN,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
517,DB01095,FLUVASTATIN,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
518,DB01097,LEFLUNOMIDE,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
519,DB01098,ROSUVASTATIN CALCIUM,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
520,DB01099,NECROSTATIN-1,C1=NC(=O)NC(=C1F)N
521,DB01101,CANERTINIB,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
522,DB01103,QUINACRINE,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
523,DB01104,SERTRALINE,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
524,DB08567,SERTRALINE,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
525,DB01112,CEFUROXIME,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
526,DB01114,CHLORPHENIRAMINE,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
527,DB01115,NIFEDIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
528,DB01118,AMIODARONE,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
529,DB01119,DIAZOXIDE,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
530,DB01119,ISOPROTERENOL,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
531,DB01120,GLICLAZIDE,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
532,DB01126,DUTASTERIDE,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
533,DB01128,BICALUTAMIDE,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
534,DB01132,PIOGLITAZONE,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
535,DB01136,CARVEDILOL,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
536,DB01137,LEVOFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
537,DB01137,OFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
538,DB01143,AMIFOSTINE,C(CN)CNCCSP(=O)(O)O
539,DB01146,ALLERGENS,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
540,DB01146,CYCLOPAMINE,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
541,DB01147,CLOXACILLIN,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
542,DB01149,NEFAZODONE,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
543,DB01151,DESIPRAMINE,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
544,DB01159,HALOTHANE,C(C(F)(F)F)(Cl)Br
545,DB01164,CALCIUM CHLORIDE,[Cl-].[Cl-].[Ca+2]
546,DB01165,LEVOFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
547,DB01165,OFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
548,DB01166,CILOSTAZOL,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4
549,DB01167,ITRACONAZOLE,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
550,DB01169,ARSENIC TRIOXIDE,O1[As]2O[As]1O2
551,DB01169,ARSENITE,O1[As]2O[As]1O2
552,DB01173,ORPHENADRINE,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
553,DB01174,PHENOBARBITAL,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
554,DB01181,IFOSFAMIDE,C1CN(P(=O)(OC1)NCCCl)CCCl
555,DB01183,NALOXONE,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
556,DB01184,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
557,DB01189,DESFLURANE,C(C(F)(F)F)(OC(F)F)F
558,DB01197,CAPTOPRIL,CC(CS)C(=O)N1CCCC1C(=O)O
559,DB01199,TUBOCURARINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
560,DB01200,BROMOCRIPTINE,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
561,DB01203,NADOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
562,DB01211,CLADRIBINE,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
563,DB01211,CLARITHROMYCIN,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
564,DB01212,CEFTRIAXONE,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
565,DB01213,FOMEPIZOLE,CC1=CNN=C1
566,DB01216,FINASTERIDE,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
567,DB01219,DANTROLENE,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
568,DB01220,RIFAXIMIN,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
569,DB01221,KETAMINE,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
570,DB01221,VITAMIN K,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
571,DB01222,BUDESONIDE,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
572,DB01222,GENISTEIN,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
573,DB01229,PACLITAXEL,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
574,DB01232,SAQUINAVIR,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
575,DB01233,METOCLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
576,DB01234,DEXAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
577,DB01236,SEVOFLURANE,C(OC(C(F)(F)F)C(F)(F)F)F
578,DB01238,ARIPIPRAZOLE,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
579,DB01240,EPOPROSTENOL,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O
580,DB01241,GEMFIBROZIL,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
581,DB01242,CLOMIPRAMINE,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
582,DB01248,DOCETAXEL,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
583,DB01254,DASATINIB,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
584,DB01261,SITAGLIPTIN PHOSPHATE,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
585,DB01262,DECITABINE,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
586,DB01265,THYMIDINE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
587,DB01268,SUNITINIB,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
588,DB01274,FORMOTEROL FUMARATE,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
589,DB01275,HYDRALAZINE,C1=CC=C2C(=C1)C=NN=C2NN
590,DB01288,FENOTEROL,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
591,DB01296,GLUCOSAMINE,C(C1C(C(C(C(O1)O)N)O)O)O
592,DB01340,CILAZAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O
593,DB01351,AMOBARBITAL,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C
594,DB01356,LITHIUM,[Li+]
595,DB01361,TROLEANDOMYCIN,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C
596,DB01362,IOHEXOL,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
597,DB01366,PROCATEROL,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C
598,DB01370,ALLOYS,[Al]
599,DB01370,ALUMINUM,[Al]
600,DB01373,CALCIUM,[Ca]
601,DB01378,MAGNESIUM,[Mg+2]
602,DB01380,CORTISONE,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O
603,DB01388,MIBEFRADIL,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F
604,DB01392,YOHIMBINE,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
605,DB01393,BEZAFIBRATE,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
606,DB01394,COLCHICINE,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
607,DB01396,DIGITOXIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
608,DB01398,SODIUM SALICYLATE,C1=CC=C(C(=C1)C(=O)O)[O-].[Na+]
609,DB01399,SALICYLSALICYLIC ACID,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
610,DB01400,NEOSTIGMINE,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
611,DB01406,DANAZOL,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
612,DB01407,CLENBUTEROL,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
613,DB01409,TIOTROPIUM BROMIDE,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
614,DB01412,CAFFEIC ACID,CN1C=NC2=C1C(=O)NC(=O)N2C
615,DB01413,CEFEPIME,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
616,DB01420,TESTOSTERONE,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
617,DB01420,TESTOSTERONE PROPIONATE,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
618,DB01424,AMINOPYRINE,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
619,DB01427,AMRINONE,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
620,DB01428,OXYBENZONE,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
621,DB01429,APRINDINE,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3
622,DB01435,ANTIPYRINE,CC1=CC(=O)N(N1C)C2=CC=CC=C2
623,DB01436,ALFACALCIDOL,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
624,DB01452,HEROIN,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C
625,DB01454,"N-METHYL-3,4-METHYLENEDIOXYAMPHETAMINE",CC(CC1=CC2=C(C=C1)OCO2)NC
626,DB01509,"N-METHYL-3,4-METHYLENEDIOXYAMPHETAMINE",CC(CC1=CC2=C(C=C1)OCO2)N
627,DB01536,ANDROSTENEDIONE,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
628,DB01544,FLUNITRAZEPAM,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
629,DB01563,CHITOSAN,C(C(Cl)(Cl)Cl)(O)O
630,DB01563,CHLORAL HYDRATE,C(C(Cl)(Cl)Cl)(O)O
631,DB01576,AMPHETAMINE,CC(CC1=CC=CC=C1)N
632,DB01576,DEXTROAMPHETAMINE,CC(CC1=CC=CC=C1)N
633,DB01577,METHAMPHETAMINE,CC(CC1=CC=CC=C1)NC
634,DB01582,KETOPROFEN,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
635,DB01586,CHENODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
636,DB01586,URSODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
637,DB01592,IRON,[Fe]
